date,close,volume,open,high,low,DoJ Index,Nasdaq Index,P/E ratio,Wiki Traffic,Stochastic Oscillator,Stochastic_Move,William %R,RSI,RSI_Move,Wiki_MA_2,Wiki_MA_3,Wiki_MA_4,Wiki_MA_5,Wiki_MA_6,Wiki_MA_7,Wiki_MA_8,Wiki_MA_9,Wiki_MA_10,Wiki_EMA_3,Wiki_EMA_5,Wiki_EMA_10,Wiki_3_day_Disparity,Wiki_5_day_Disparity,Wiki_10_day_Disparity,Wiki_Momentum_1,Wiki_Momentum_2,Wiki_ROC,Wiki_Move,Wiki_MA3_Move,Wiki_EMA5_Move,Wiki_3dayDisparity_Move,Wiki_ROC_Move,Wiki_RSI,Wiki_RSI_Move,Google_MA_2,Google_MA_3,Google_MA_4,Google_MA_5,Google_MA_6,Google_MA_7,Google_MA_8,Google_MA_9,Google_MA_10,Google_EMA_3,Google_EMA_5,Google_EMA_10,Google_3_day_Disparity,Google_5_day_Disparity,Google_10_day_Disparity,Google_Momentum_1,Google_Momentum_2,Google_ROC,Google_Move,Google_MA3_Move,Google_EMA5_Move,Google_3dayDisparity_Move,Google_ROC_Move,Google_RSI,Google_RSI_Move,Target1,Target2,Target3,Target4,Target5
11/12/12,77.547142,128950500,79.16428371,79.21428686,76.949997,12815.08,2904.25,12.29,36159,8.961250877,0,-91.03874912,28.93163641,1,34427,34629,34281,35094.6,35942.66667,36332.28571,36158.25,36048.44444,37101.6,34907,35985.93333,36930.21818,104.4182622,103.0329452,97.45940876,94.28929046,-2190,-5.710709536,1,1,1,1,1,36.16611661,1,706,660.3333333,663,671.6,656.5,564.1428571,581.875,578,570.2,677.3333333,666.4,594.8909091,106.9156991,105.1220965,123.8162048,100,0,0,1,1,1,0,0,65.6641604,0,0,0,1,0,1
11/13/12,77.55714414,133237300,76.98714443,78.63999943,76.62285614,12756.18,2883.889893,12.29,36302,9.163526545,1,-90.83647346,16.22563711,0,36230.5,35052,35047.25,34685.2,35295.83333,35994,36328.5,36174.22222,36073.8,35465.5,35497.06667,36115.29091,103.5661303,104.6613541,100.6325921,109.2216506,3065,9.22165057,1,1,0,0,1,42.03687855,1,706,706,671.75,671.6,677.3333333,663.5714286,581.875,595.6666667,590.8,683.1666667,683.0666667,611.7454545,100,105.1220965,119.4989844,105.2160954,35,7.641921397,1,1,1,0,1,50,0,1,1,0,0,0
11/14/12,76.69714357,119292600,77.92857357,78.20714571,76.59714514,12570.95,2846.810059,12.16,33721,3.404092354,0,-96.59590765,18.20223455,1,35011.5,35394,34719.25,34782,34524.5,35070.85714,35709.875,36038.77778,35928.9,34386.5,34363.8,35527.46364,95.27321015,96.94957162,93.85480769,96.25495961,-1312,-3.74504039,0,1,0,0,0,52.34450688,1,680.5,689,693.25,668.4,668.8333333,674.1428571,662.5,590,601.6,680.5,666.0666667,611.3090909,95.06531205,97.99521245,108.8763298,115.1142355,86,17.09741551,0,0,0,0,1,47.24137931,0,1,0,0,0,1
11/15/12,75.08856957,197477700,76.79000086,77.07142643,74.66000371,12542.38,2836.939941,11.90,33456,3.018678285,0,-96.98132172,14.38501899,0,33588.5,34493,34909.5,34466.6,34561,34371.85714,34869,35459.44444,35780.5,34425,34340,35357.86364,96.9935929,97.06788601,93.50344461,102.327573,761,2.327573023,0,0,0,1,1,41.03059948,0,997.5,900.3333333,851.75,822.6,780.3333333,764.7142857,757.375,737.7777778,665,1014.5,892.2666667,787.7272727,148.8337653,162.8981279,201.5037594,189.8016997,634,114.6473779,1,1,1,1,1,94.1580756,1,0,0,1,0,1
11/16/12,75.38285829,316723400,75.02857214,75.71428686,72.25,12588.31,2853.129883,11.95,30465,20.2586664,1,-79.7413336,16.67483498,1,31960.5,32547.33333,33486,34020.6,33799.66667,33975.85714,33883.5,34379.66667,34960,32479,33132.73333,34142.72727,93.60213842,89.54868521,87.14244851,84.2528831,-5694,-15.7471169,0,0,0,0,0,38.19356205,0,981.5,872.6666667,831,806,789.3333333,757.8571429,747,742.4444444,726.3,761.6666667,756.0666667,707.5181818,71.39037433,77.29528536,85.77722704,88.24362606,-83,-16.6,0,0,0,0,0,47.14384033,0,1,1,1,1,0
11/19/12,80.818573,205829400,77.24428557,81.07142643,77.12571714,12795.96,2916.070068,12.81,36031,61.67608927,1,-38.32391073,37.68107802,1,33248,33317.33333,33418.25,33995,34355.66667,34118.42857,34232.75,34122.11111,34544.8,34289.16667,34690.73333,34815.01818,108.1449096,105.989116,104.3022394,99.25348466,-271,-0.746515344,1,1,1,1,1,49.44569548,1,606,850.6666667,801.75,782.6,769.8333333,760.7142857,736.75,729.4444444,727.1,730.8333333,733.6666667,701.9909091,69.23981191,75.26194735,81.0067391,83.42776204,-117,-21.38939671,0,0,0,0,0,46.06590451,0,1,1,0,1,0
11/20/12,80.12999729,160688500,81.70143129,81.70714571,79.22571557,12788.51,2916.679932,12.70,34774,56.71976139,0,-43.28023861,38.64131538,1,35402.5,33756.66667,33681.5,33689.4,34124.83333,34415.42857,34200.375,34292.88889,34187.3,34045.66667,34254.66667,34293.97273,103.0137257,103.2194103,101.7161344,103.1226832,1053,3.122683194,0,1,0,0,1,43.96524487,0,592.5,602.6666667,787,760.6,751.5,745,740.125,721.1111111,716.1,723.3333333,720.4,694.2636364,98.89380531,78.35919011,83.22859936,90.99236641,-59,-8.35694051,1,0,0,1,1,46.31860776,1,1,0,1,0,0
11/21/12,80.24285886,93250500,80.60713957,81.05285643,79.51428229,12836.89,2926.550049,12.72,34977,61.34869401,1,-38.65130599,38.46664357,0,34875.5,35260.66667,34061.75,33940.6,33904,34246.57143,34485.625,34286.66667,34361.3,34366.83333,34118.6,34473.24545,99.19551531,103.0535701,101.7918414,104.5462697,1521,4.546269727,1,1,0,0,1,56.10776114,1,586.5,587.3333333,596.25,745,730,726.5714286,724,722,706.7,589.8333333,699.4,683.1181818,98.24063564,77.44966443,81.64709212,43.05970149,-763,-7630,0,0,0,0,0,47.33242134,1,1,1,1,1,0
11/23/12,81.64286043,68206600,81.02428443,81.71428686,80.37142943,13009.68,2966.850098,12.94,40556,77.36208513,1,-22.63791487,48.12190574,1,37766.5,36769,36584.5,35360.6,35043.16667,34854.28571,35035.25,35160.11111,34913.6,37908.33333,36145.73333,35939.49091,110.299437,114.692624,116.1610375,133.1232562,10091,33.1232562,1,1,1,1,1,72.76224673,1,290.5,392.3333333,441.5,477.8,621.5,626.2857143,636.25,644,650.2,295.6666667,498,532.7090909,1.019541206,0.837170364,0.615195325,0.642054575,-619,-106.5404475,0,0,0,0,1,0.518518519,0,1,1,1,1,1
11/26/12,84.21857457,157644900,82.271431,84.28571314,81.95857243,12967.37,2976.780029,13.35,40222,98.5763487,1,-1.423651303,51.62250135,1,40389,38585,37632.25,37312,36170.83333,35783,35525.25,35611.55556,35666.3,38495.5,36981.06667,36494.60909,104.2425813,107.7990995,112.773122,111.6316505,4191,11.63165052,0,1,1,0,0,87.7038411,1,380,445.6666667,483.25,504.4,524.1666667,640.7142857,642.5,649.5555556,655.2,574.1666667,570.5333333,673.5272727,169.6335079,149.8810468,115.3846154,128.3531409,167,23.65439093,1,1,1,1,1,54.80144404,1,1,1,0,1,0
11/27/12,83.54000086,133332500,84.22142786,84.34571071,82.87142943,12878.13,2967.790039,13.24,38557,93.33887957,0,-6.661120427,50.62545468,0,39389.5,39778.33333,38578,37817.2,37519.5,36511.71429,36129.75,35862.11111,35906.1,38571,37727,36388.08182,96.92965182,101.9562527,107.3828681,110.8788175,3783,10.87881751,0,1,1,0,0,63.9743306,0,735,491.3333333,512.75,529.4,539.3333333,551.2857143,649.875,650.4444444,656,579.8333333,574.2666667,666.5454545,145.3188602,134.8696638,108.8414634,119.7986577,118,17.585693,0,1,1,0,0,54.48671931,0,0,0,0,0,0
11/28/12,83.27714543,130216100,82.46714014,83.68571471,81.75142671,12985.11,2991.780029,13.20,35978,91.16575031,0,-8.834249685,59.49877231,1,37267.5,38252.33333,38828.25,38058,37510.66667,37299.28571,36445,36112.88889,35873.7,37878.16667,37204.13333,35892.66364,94.0543932,94.53465763,100.2907422,102.8618807,1001,2.861880664,0,0,0,0,0,55.81081081,0,735,742,557.5,561.4,567.1666667,570.2857143,576.875,661.6666667,661,623.6666667,604.9333333,678.2727273,101.8867925,134.6633416,114.3721634,131.0225303,179,31.45869947,1,1,1,0,1,55.6022409,1,1,1,1,1,0
11/29/12,84.19428257,128674700,84.31714629,84.89286043,83.60713957,13021.82,3012.030029,13.35,33982,94.47452686,1,-5.52547314,71.97102739,1,34980,36172.33333,37184.75,37859,37378.66667,37006.57143,36884.625,36171.33333,35899.8,36117.16667,36699.33333,35551.10909,93.94472755,89.7593703,94.65790896,83.79031463,-6574,-16.20968537,0,0,0,0,0,45.90636057,0,756,742,745.5,597.2,593.8333333,594.1428571,593.5,596.7777778,671.1,749,626.2666667,686.5363636,101.8867925,126.5907569,112.6508717,18900,752,106.5155807,1,1,1,1,1,56.35202271,1,0,0,0,0,0
11/30/12,83.61142729,97829900,83.82714086,84.05714414,83.23999786,13025.58,3010.23999,13.25,32830,89.86437326,0,-10.13562674,67.02903376,0,33406,34263.33333,35336.75,36313.8,37020.83333,36728.85714,36484.5,36434.11111,35837.2,34501.16667,36182.66667,35290.43636,95.81671369,90.40640197,91.60871943,81.62199791,-7392,-18.37800209,0,0,0,1,0,0,0,383,507.3333333,559,598.4,499.3333333,510.4285714,521.125,528.6666667,538.1,376,401.4666667,442.0818182,1.97109067,1.671122995,1.858390634,1.322751323,-746,-105.6657224,0,0,0,0,0,50.18963338,0,1,1,1,0,0
12/3/12,83.74143214,91070000,84.80714414,84.94142914,83.64286043,12965.6,3002.199951,13.27,35257,90.5448237,1,-9.455176296,69.90816548,1,34043.5,34023,34511.75,35320.8,36137.66667,36768.85714,36544.875,36348.11111,36316.4,34760.16667,35961.53333,36123.78182,103.6269582,99.81936989,97.08286064,91.44124284,-3300,-8.558757165,1,0,0,1,1,24.71738466,1,383,507.3333333,569.5,598.4,624.6666667,536,541.125,547.2222222,551.4,631.6666667,650.9333333,588.6,149.0144547,126.3368984,137.1055495,105.8823529,42,5.949008499,1,1,1,1,1,50,0,0,0,0,0,1
12/4/12,82.26428229,139267100,83.11428829,83.11428829,81.73285671,12951.78,2996.689941,13.04,36022,78.90586768,0,-21.09413232,63.82475675,0,35639.5,34703,34522.75,34813.8,35437.66667,36121.14286,36675.5,36486.77778,36315.5,35022.5,35554.53333,36262.13636,103.8008241,103.4704629,99.19180515,100.122297,44,0.122296959,1,1,0,1,1,35.78876556,1,714,479.3333333,548.5,590,610.6666667,631.4285714,553,555.6666667,559.7,589.6666667,622.9333333,580.1181818,140.1947149,113.8983051,120.0643202,88.88888889,-84,-12.82442748,0,0,0,0,0,48.70210136,0,0,0,0,0,1
12/5/12,76.97000129,261159500,81.27285771,81.32142643,76.96714014,13034.49,2973.699951,12.20,35098,37.19046321,0,-62.80953679,50.63577743,0,35560,35459,34801.75,34637.8,34861.16667,35389.14286,35993.25,36500.22222,36347.9,34900.5,34908.53333,36120.64545,98.98192278,101.3286063,96.5612869,103.2840916,1116,3.284091578,0,1,0,0,1,43.94273128,1,591,646,487,540.8,576.6666667,596.2857143,616.25,548.2222222,551.1,494.6666667,563.3333333,543.6272727,78.94736842,94.30473373,92.54218835,67.46031746,-246,-18.35820896,0,1,0,0,0,42.92289988,0,0,0,1,0,1
12/6/12,78.17713929,294303100,75.56285857,79.04428857,74.08999629,13074.04,2989.27002,12.39,33922,46.70190582,1,-53.29809418,57.33377846,1,34510,35014,35074.75,34625.8,34518.5,34727,35205.75,35763.11111,36242.4,34690.5,34399.2,35820.50909,96.8812475,97.96741158,93.59755425,103.326226,1092,3.326226013,0,0,0,0,1,49.53445065,1,535.5,581,624.75,501.8,544.1666667,574.4285714,591.875,610.1111111,549.5,603.5,547.5333333,551.5909091,96.55765921,111.7975289,102.0928116,5610,551,88.44301766,1,0,0,1,1,44.55002795,1,1,1,0,1,0
12/7/12,76.17857357,196760200,79.05714414,79.31428529,75.71428686,13155.13,2978.040039,12.07,31710,19.24701846,0,-80.75298154,51.7479467,0,32816,33576.66667,34188,34401.8,34139.83333,34117.28571,34349.875,34817.33333,35357.8,33362,33653.86667,34694.56364,94.44058374,92.17540943,89.68318165,89.93958647,-3547,-10.06041353,0,0,0,0,0,42.53731343,0,642,598,616.5,644.4,538.6666667,569.7142857,593,606.4444444,621.4,652,575.5333333,639.8727273,120.90301,112.1973929,116.350177,95.63492063,-33,-5.602716469,1,1,1,1,0,79.58506224,1,0,0,0,0,0
12/10/12,75.68856814,157621100,75,76.93000029,74.51142886,13169.88,2986.959961,12.00,35411,14.73143573,0,-85.26856427,35.60258855,0,33560.5,33681,34035.25,34432.6,34570,34321.42857,34279,34467.77778,34876.7,34493.83333,34738.2,34973.84545,105.1364271,102.8414932,101.5319683,98.30381434,-611,-1.696185664,1,1,1,1,1,50.87719298,1,711.5,661.3333333,623.5,633.2,653.6666667,561.7142857,586,604.8888889,615.8,649,662.9333333,631.1090909,105.8467742,110.5495894,113.6732705,104.1666667,28,4.697986577,0,1,1,0,1,44.19087137,0,1,1,1,1,0
12/11/12,77.34143071,148086400,77.11000057,78.50856786,76.76714329,13248.44,3022.300049,12.26,33234,29.96318064,1,-70.03681936,42.57570384,1,34322.5,33451.66667,33569.25,33875,34232.83333,34379.14286,34185.5,34162.88889,34344.4,33457.5,34033.06667,34142.50909,99.34930995,98.10774908,96.76686738,94.68915608,-1864,-5.310843923,0,0,0,0,0,36.31992149,0,708,713,675,642,647,662.5714286,581,600.4444444,616,688.6666667,660.8,634.1818182,100.4207574,111.5264798,116.2337662,140.3921569,206,35.70190641,1,1,0,0,1,55.31400966,1,1,1,0,0,0
12/12/12,77,121786000,78.25285343,78.28571314,76.61000057,13245.45,3013.810059,12.20,32842,26.81676929,0,-73.18323071,41.47001081,0,33038,33829,33299.25,33423.8,33702.83333,34034.14286,34187,34036.22222,34030.8,33146.83333,33530.66667,33814.65455,97.08238494,98.25932419,96.50669394,96.81622546,-1080,-3.183774542,0,1,0,0,1,38.32056326,1,703,702,707.25,678,650,653.1428571,666,593.1111111,609.4,701.5,658,624.0545455,98.29059829,101.7699115,113.2261241,122.9946524,129,3225,0,0,0,0,1,82.37410072,1,0,0,0,0,1
12/13/12,75.66999814,156314900,75.87857057,76.80571743,75.11428829,13170.72,2992.159912,11.99,31994,14.56030626,0,-85.43969374,34.23096231,0,32418,32690,33370.25,33038.2,33185.5,33458.71429,33779.125,33943.33333,33832,32911.5,32947.2,33497.81818,97.87090853,96.83941619,94.56727359,100.8956165,284,0.895616525,0,0,0,1,1,39.66773848,1,709,711.3333333,708.5,711.4,686.3333333,661.1428571,662.5,672.8888889,606.6,715,694.6666667,628.6727273,102.3430178,102.333427,120.0131883,100.6915629,5,0.661375661,1,1,1,1,0,81.50943396,0,0,0,0,0,1
12/14/12,72.82714086,252394800,73.53571314,74.01857,72.22571557,13135.01,2971.330078,11.54,30952,4.729780066,0,-95.27021993,20.34364139,0,31473,31929.33333,32255.5,32886.6,32690.5,32866.42857,33145.375,33465,33644.2,31821,32342.8,33154.70909,96.93907379,94.11736087,91.99802641,87.40786761,-4459,-12.59213239,0,0,0,0,0,45.35539216,1,653,665.3333333,678,682.4,689.1666667,670.8571429,650.75,653.1111111,663.4,644.6666667,666.9333333,647.8727273,86.87374749,84.7010551,87.12692192,82.57142857,-122,-17.08683473,0,0,0,0,0,21.34387352,0,0,0,1,1,0
12/17/12,74.11856843,189401800,72.70428471,74.28571314,71.60428614,13235.39,3010.600098,11.75,33735,18.85173073,1,-81.14826927,26.23079986,1,32343.5,32227,32380.75,32551.4,33028,32839.71429,32975,33210.88889,33492,32832.16667,33169.4,33536.18182,104.6793062,103.6360955,100.7255464,101.5074923,501,1.507492327,1,1,1,1,1,38.42861088,0,572,624,640.5,655.6,663,671.5714286,657.75,641.3333333,644.4,615.6666667,643.6,630.1454545,90.70512821,86.33312996,87.8336437,79.05027933,-150,-19.84126984,0,0,0,1,0,22.31404959,1,1,1,1,1,0
12/18/12,76.271431,156421300,75,76.41428371,74.32142643,13350.96,3054.530029,12.09,33676,34.99358789,1,-65.00641211,33.86418072,1,33705.5,32787.66667,32589.25,32639.8,32738.83333,33120.57143,32944.25,33052.88889,33257.4,32951.5,32926.26667,33333.50909,102.7093521,103.1746518,101.2586672,102.5394312,834,2.539431216,0,1,0,0,1,54.31303669,1,598,591.3333333,625.5,638.4,651.3333333,658.2857143,666.375,654.6666667,640.2,627,647.0666667,638.3454545,106.5388952,98.68421053,98.40674789,91.30434783,-60,-7.936507937,1,0,1,1,1,35.17241379,1,0,1,0,1,0
12/19/12,75.18714143,112342300,75.92428586,76.24285886,75.07142643,13251.97,3044.360107,11.92,30902,26.863739,0,-73.136261,29.41293799,0,32289,32771,32316.25,32251.8,32350.16667,32476.42857,32843.25,32717.33333,32837.8,31844.83333,32060.53333,32485.83636,94.29678679,95.81480724,94.1049644,96.58686004,-1092,-3.413139964,0,0,0,0,0,37.07700506,0,692.5,650.3333333,632.25,651.4,657.8333333,666.1428571,670.375,676.2222222,664.7,673.1666667,677.2666667,681.1181818,116.0943106,115.9042063,113.585076,103.7087912,27,270,1,1,1,1,1,58.35475578,1,1,0,0,0,1
12/20/12,74.53285986,120422400,75.71428686,75.74285886,74.12571714,13311.72,3050.389893,11.81,29692,21.9580289,0,-78.0419711,29.31721457,0,30297,31423.33333,32001.25,31791.4,31825.16667,31970.42857,32128.375,32493.11111,32414.8,31231.5,31398.53333,31919.74545,94.49029384,93.39632731,91.60013327,95.92918067,-1260,-4.070819333,0,0,0,1,0,35.37112354,0,755.5,713.6666667,676.75,657,668.8333333,671.8571429,677.375,679.8888889,684.2,703.1666667,686.2666667,697.2545455,105.9318076,115.0684932,110.4940076,130.7958478,178,23.54497354,1,1,1,0,0,53.97727273,0,0,0,0,0,1
12/21/12,74.19000243,149067100,73.20999914,74.23857114,72.89142614,13190.84,3021.01001,11.76,26232,22.46495052,1,-77.53504948,28.44895101,0,27962,28942,30125.5,30847.4,30864.83333,31026.14286,31253.125,31473.22222,31867,28827.66667,29938.26667,30842.45455,90.6364453,85.03796106,82.31713057,77.759004,-7503,-22.240996,0,0,0,0,0,27.05619288,0,702,719.6666667,697.25,671,655.5,665.8571429,668.875,674.1111111,676.7,680.8333333,654,671.4818182,90.04168597,96.57228018,95.75882961,114.4876325,82,12.20238095,0,1,0,0,0,61.29032258,1,1,1,1,1,0
12/24/12,74.30999757,43938300,74.33571629,74.89286043,74.10142514,13139.08,3012.600098,11.78,25941,27.84472951,1,-72.15527049,30.88174876,1,26086.5,27288.33333,28191.75,29288.6,30029.66667,30161.42857,30390.5,30662.88889,30920,27441.5,29211.93333,30014.72727,95.06260307,88.57029698,83.89715395,77.03112009,-7735,-22.96887991,0,0,0,1,0,0,0,327,470,541.25,559,560.1666667,562.7142857,583.375,595.2222222,607.3,362.8333333,449.3333333,497.9727273,1.276595745,1.073345259,0.987979582,0.952380952,-624,-122.3529412,0,0,0,0,0,20.21276596,0,0,0,0,0,1
12/26/12,73.28571314,75609100,74.14286043,74.20857243,73.01714329,13114.59,2990.159912,11.62,36483,21.80839412,0,-78.19160588,38.85768048,1,31212,29552,29587,29850,30487.66667,30951.57143,30951.625,31067.44444,31244.9,31885.66667,31686.73333,32197.28182,123.4535734,122.2211055,116.764656,118.0603197,5581,18.06031972,1,1,1,1,1,57.67905017,1,553,584.6666667,627.5,653,649.1666667,637.2857143,629.875,640.7777778,645.7,785,739.3333333,728.3,188.1413911,168.4532925,170.3577513,145.6953642,345,61.4973262,1,1,1,1,1,61.92893401,1,1,0,1,0,1
12/27/12,73.58000186,113780100,73.362854,73.75,72.094284,13096.31,2985.909912,11.66,33392,25.62536879,1,-74.37463121,35.28446121,0,34937.5,31938.66667,30512,30348,30440.33333,30902.57143,31256.625,31222.77778,31299.9,31472,31030.66667,31680.28182,104.5503882,110.030315,106.6840469,112.461269,3700,12.46126903,0,1,0,0,0,56.69570829,0,896.5,599.6666667,611.75,640.6,659.6666667,655.4285714,644.25,636.8888889,646,638.8333333,666.3333333,654.5454545,115.5642023,108.1798314,107.2755418,91.66666667,-63,-8.713692946,0,1,0,0,0,48.62344583,0,0,0,0,0,0
12/28/12,72.79856871,88569600,72.89857486,73.49714657,72.58856957,12938.11,2960.310059,11.54,31256,17.29770917,0,-82.70229083,38.26621715,1,32324,33710.33333,31768,30660.8,30499.33333,30556.85714,30946.75,31256.55556,31226.1,31597.33333,30650.66667,31231.53636,92.71934422,101.9412409,100.0957532,119.1521805,5024,19.15218054,0,1,0,0,1,54.00614754,0,866.5,944.3333333,709.75,697.4,707.1666667,714,703.5,688.2222222,677.2,819.8333333,773.7333333,743.1636364,110.1306036,149.1253226,153.5735381,160.4938272,392,56,1,1,1,0,1,55.46574288,1,1,1,1,1,1
12/31/12,76.02428443,164873100,72.93285371,76.48571771,72.71428686,13104.14,3019.51001,12.07,23880,64.01822041,1,-35.98177959,50.97941639,1,27568,29509.33333,31252.75,30190.4,29530.66667,29553.71429,29722.25,30161.55556,30518.9,28795.16667,28400.53333,29311.82727,80.92354961,79.09799141,78.24659473,92.05504799,-2061,-7.944952006,0,0,0,0,0,44.98207885,0,524,580.3333333,710.25,569.4,582.5,607.2857143,625.75,626.2222222,620.2,476.1666667,467.6,508.8909091,1.378518093,1.404987706,1.289906482,133.3333333,2,0.279329609,0,0,0,0,0,40.91425327,0,1,1,1,1,0
1/2/13,78.43285371,140129500,79.11714171,79.28571314,77.37571714,13412.55,3112.26001,12.45,31319,88.89712252,1,-11.10287748,53.04963956,1,27599.5,28818.33333,29961.75,31266,30378.5,29786.14286,29774.375,29899.66667,30277.3,30414.16667,30566.6,30466.7,108.6773466,100.1695132,103.4405314,85.84546227,-5164,-14.15453773,1,0,1,1,0,58.79217892,1,442.5,641.6666667,654.5,743.6,620.6666667,624.5714286,641,653.6666667,651.3,728.6666667,671.9333333,692.3363636,136.6753247,117.9397526,134.6537694,79.72727273,-223,-32.31884058,1,1,1,1,0,61.61643105,1,0,0,0,0,0
1/3/13,77.44285586,88241300,78.26857,78.52428443,77.28571314,13391.36,3100.570068,12.29,30554,76.00892014,0,-23.99107986,51.19414105,0,30936.5,28584.33333,29252.25,30080.2,31147.33333,30403.57143,29882.125,29861,29965.1,29686.16667,31028.66667,30072.17273,106.890721,101.5751225,101.9652863,91.50095831,-2838,-8.499041687,0,0,1,0,1,35.75239102,0,988.5,661.6666667,756.25,743.6,803,689.1428571,684,692,698.3,870.8333333,862.4,771.3363636,166.2468514,147.9289941,157.5254189,158.7301587,407,55.90659341,1,1,1,1,1,50,0,0,0,0,0,1
1/4/13,75.28571314,148583400,76.70999914,76.94714357,75.11856843,13435.21,3101.659912,11.95,29039,47.92634233,0,-52.07365767,49.00804094,0,29796.5,30304,28698,29209.6,29906.66667,30846.14286,30233,29788.44444,29778.8,28811.66667,29733.13333,29644.29091,95.82563358,99.41594544,97.5156823,92.90696186,-2217,-7.093038137,0,1,0,0,1,38.68233581,1,1070,1005.666667,756.25,813,793,836.8571429,733,723.5555556,726.8,850.8333333,842.4,783.7454545,103.4139874,127.9212792,143.0930105,100,0,0,0,1,0,0,0,56.85499802,1,0,0,0,0,0
1/7/13,74.84285743,121039100,74.57142643,75.61428829,73.59999843,13384.29,3098.810059,11.88,30854,42.16106312,0,-57.83893688,55.93905834,1,29946.5,30149,30441.5,29129.2,29483.66667,30042,30847.125,30302,29895,30579,29757.73333,30069.36364,102.338386,105.9212062,103.2078943,129.2043551,6974,29.20435511,1,0,1,1,1,48.93707033,1,977,1018,982.75,787.8,829.8333333,810.2857143,846.5,753.1111111,742.6,959.8333333,846.6666667,773.7636364,89.78388998,116.0192942,123.0810665,11425,906,160.0706714,0,1,1,0,1,47.27272727,0,1,1,1,1,0
1/8/13,75.04428857,114676800,75.60142514,75.98428343,74.46428686,13328.85,3091.810059,11.91,31213,41.02111712,0,-58.97888288,52.91473505,0,31033.5,30368.66667,30415,30595.8,29476.5,29730.71429,30188.375,30887.77778,30393.1,30681,29823.8,30542.17273,102.7802779,102.0172703,102.6976518,99.6615473,-106,-0.338452696,1,1,1,1,0,80.82905911,1,1007,1018,1038.5,1006.2,839.8333333,868.4285714,846.5,874.6666667,787.8,1059,891.8666667,844.5636364,108.0550098,109.3222023,139.6293476,125.4275941,223,35.3968254,1,1,1,1,0,87.29508197,1,0,0,0,0,0
1/9/13,73.87142943,101901100,74.64286043,75.00142671,73.71286014,13390.51,3105.810059,11.72,33263,24.71199247,0,-75.28800753,41.9463043,0,32238,31776.66667,31092.25,30984.6,31040.33333,30017.42857,30172.25,30530,31125.3,31815.83333,31484.86667,31513.97273,104.6774363,107.3533304,106.8680463,108.8662696,2709,8.866269556,1,1,1,1,1,64.94464945,0,1016.5,982.3333333,996.75,1017.4,994,853.1428571,876.5,856.1111111,880.5,975.5,981.8,890.0454545,94.97794367,91.70434441,105.9625213,84.81818182,-167,-22.1192053,0,0,1,0,0,53.67454068,0,1,1,1,1,1
1/10/13,74.78713986,150286500,75.50714114,75.53142543,73.64571386,13471.22,3121.76001,11.87,31880,37.44535062,1,-62.55464938,48.64235252,1,32571.5,32118.66667,31802.5,31249.8,31133.83333,31160.28571,30250.25,30362,30665,31828.33333,31283.06667,30885.90909,99.25692225,102.0166529,103.9621719,109.7833947,2841,9.783394745,0,1,0,0,1,59.30918281,0,981.5,1021,994.25,1003.4,1019.5,999.1428571,875.25,893.5555556,873.5,1006.166667,1021.6,901.9545455,100.8814887,102.6509866,117.9164282,99.03846154,-10,-1.322751323,1,1,1,1,1,44.49685535,0,0,0,0,0,0
1/11/13,74.32857514,87626700,74.42857357,75.04571529,74.14571386,13488.43,3125.629883,11.8,28678,31.06880564,0,-68.93119436,49.29730032,1,30279,31273.66667,31258.5,31177.6,30821.16667,30783,30850,30075.55556,30193.6,30398.33333,30392.53333,29918.03636,91.70015242,91.98270553,94.9803932,92.94742983,-2176,-7.052570169,0,0,0,0,0,47.95095925,0,999,977,1007.75,989,997.5,1012.142857,995.25,885.5555556,901,994.5,991.6,913.1818182,99.07881269,97.87664307,107.436182,105.9080963,54,8.333333333,0,0,0,0,1,44.35736677,0,0,0,0,0,1
1/14/13,71.67857357,183551900,71.81143186,72.5,71.21571357,13507.32,3117.5,11.38,31240,5.735564121,0,-94.26443588,42.54452513,0,29959,30599.33333,31265.25,31254.8,31188,30881,30840.125,30893.33333,30192,31256.83333,31198.4,30382.54545,102.0937275,99.95264727,103.4711182,100.0865024,27,0.086502419,1,0,1,1,1,52.0196735,1,856,914,918.75,955,948.1666667,961.2857143,978.625,967.3333333,871.4,860.5,907.3333333,848.2363636,81.40043764,77.90575916,85.37984852,67.63636364,-356,-5933.333333,0,0,0,0,0,38.45108696,0,0,0,0,0,1
1/15/13,69.41714471,219193100,71.18571471,71.28428643,69.05428314,13534.89,3110.780029,11.02,31036,3.546538181,0,-96.45346182,37.1134118,0,31138,30318,30708.5,31219.4,31218.33333,31166.28571,30900.375,30861.88889,30907.6,30817.66667,31181.86667,30930.94545,102.3682301,99.41254476,100.4154318,93.30487328,-2227,-6.695126717,0,0,0,1,0,49.05861079,0,799,855.3333333,899,905.8,938.1666667,934.7142857,947.875,964.7777778,956,884,921.3333333,937.4545455,99.84411535,94.2812983,89.33054393,91.53269025,-79,-7.181818182,1,0,1,1,1,31.36363636,0,1,0,1,1,0
